id,year,outcome,switcher,xl_area,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,budget_reconciliation,filibuster_proof,inc1,inc2,inc3,inc4,inc5,inc6,inc7,inc8,inc9,inc10,inc11,inc12,total,inc1_score,inc2_score,inc3_score,inc4_score,inc5_score,inc6_score,inc7_score,inc8_score,inc9_score,inc10_score,inc11_score,inc12_score,gridlock,sen_seat_advantage,hs_seat_advantage,unified,cloture,coef_intercept,coef_income,coef_income_squared,pred50_sw,pred90_sw
41,2010,0,0,health,148,148,77,42,0,0,0,0,0,0,0,0,155,101,73,77,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,306,252,151,122,0,0,0,0,0,0,0,0,831,0.18411552346570398,0.5198555956678701,0.7623345367027677,0.9265944645006017,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.7776406141144175,4.884837697421879,-5.043642140753127,0.5996165607426333,0.38541257137453394
42,2010,1,0,health,217,131,97,69,0,0,0,0,0,0,0,0,87,121,54,52,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,306,252,151,122,0,0,0,0,0,0,0,0,831,0.18411552346570398,0.5198555956678701,0.7623345367027677,0.9265944645006017,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,1.5829491114286909,-4.458729736770789,3.531806005535325,0.5588597621550611,0.6060778668545967
43,2010,1,0,health,190,200,108,72,0,0,0,0,0,0,0,0,113,51,41,44,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0,0,0,0,0,1,1,306,252,151,122,0,0,0,0,0,0,0,0,831,0.18411552346570398,0.5198555956678701,0.7623345367027677,0.9265944645006017,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.4996446026659704,6.68996072671288,-6.110701884502624,0.7887921762982396,0.6391441685079845
44,2010,1,0,civil rts,233,168,105,87,0,0,0,0,0,0,0,0,62,77,43,34,0,0,0,0,0,0,0,0,11,7,3,1,0,0,0,0,0,0,0,0,0,0,306,252,151,122,0,0,0,0,0,0,0,0,831,0.18411552346570398,0.5198555956678701,0.7623345367027677,0.9265944645006017,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,1.840048259550331,-3.3246018953176177,2.59425680113356,0.6955744540921589,0.7209652398496755
45,2010,1,0,health,131,95,46,48,0,0,0,0,0,0,0,0,209,144,67,123,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,1,341,240,116,175,0,0,0,0,0,0,0,0,872,0.19552752293577982,0.5286697247706422,0.7327981651376148,0.8996559633027523,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.8096736013581101,2.2032234858755992,-2.538810593529555,0.4151381019971497,0.2925132276094542
46,2010,0,0,energy,238,121,71,104,0,0,0,0,0,0,0,0,95,110,41,63,0,0,0,0,0,0,0,0,8,9,4,8,0,0,0,0,0,0,0,0,0,0,341,240,116,175,0,0,0,0,0,0,0,0,872,0.19552752293577982,0.5286697247706422,0.7327981651376148,0.8996559633027523,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,1.7832227713239046,-5.391292952066336,4.513805493781306,0.5537978600642687,0.6427319824945434
47,2010,1,0,welf reform,200,170,74,79,0,0,0,0,0,0,0,0,133,67,38,89,0,0,0,0,0,0,0,0,8,3,4,7,0,0,0,0,0,0,0,0,1,0,341,240,116,175,0,0,0,0,0,0,0,0,872,0.19552752293577982,0.5286697247706422,0.7327981651376148,0.8996559633027523,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.5842334504378464,6.312685331824856,-6.41954878070218,0.7245654413716606,0.4743597198672484
48,2010,1,0,govt reform,198,134,56,87,0,0,0,0,0,0,0,0,132,102,56,79,0,0,0,0,0,0,0,0,11,4,4,9,0,0,0,0,0,0,0,0,0,0,341,240,116,175,0,0,0,0,0,0,0,0,872,0.19552752293577982,0.5286697247706422,0.7327981651376148,0.8996559633027523,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,0.5355367126305687,-0.6594336953999667,0.1449469548833015,0.5602204044956003,0.5148589784670494
49,2010,1,0,foreign pol,149,97,364,0,0,0,0,0,0,0,0,0,25,24,79,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,175,123,446,0,0,0,0,0,0,0,0,0,744,0.11760752688172044,0.3178763440860215,0.700268817204301,1,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,2.159593751193113,-3.6451629994302595,3.9167997931179888,0.788550824979937,0.8861046368508856
50,2010,1,0,taxation,216,138,72,100,0,0,0,0,0,0,0,0,91,82,37,42,0,0,0,0,0,0,0,0,19,24,13,16,0,0,0,0,0,0,0,0,0,0,326,244,122,158,0,0,0,0,0,0,0,0,850,0.19176470588235295,0.5270588235294118,0.7423529411764707,0.9070588235294118,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,1.3209749702215228,-2.900376721122472,2.660409149567919,0.6308555532408551,0.7038225157251339
